Candidate.id,Candidate_Entity:id,General_Party.id,Election_Type.id,Office_Sought.id,Broad_Sector.id,Incumbency_Status,Status_of_Candidate.id,Industry_Spending_Totals,Candidate,Election_Status,Status_of_Candidate,General_Party,Election_Year,Election_Type,Office_Sought,Incumbency_Status,Broad_Sector
202128,2481759,2,1,14999,6,2,1,73550,"MCCLINTOCK, TOM",Won-General,Won,Republican,2016,Standard,US HOUSE DISTRICT CA 004,Incumbent,"Finance, Insurance & Real Estate"
168195,330788,2,1,683,5,2,1,73400,"VIDAK, JAMES ANDREW (ANDY)",Won-General,Won,Republican,2014,Standard,SENATE DISTRICT 014,Incumbent,Energy & Natural Resources
113220,1939759,2,1,622,6,2,1,73350,"BLAKESLEE, SAM",Won-General,Won,Republican,2006,Standard,ASSEMBLY DISTRICT 033,Incumbent,"Finance, Insurance & Real Estate"
168382,13008693,1,1,637,6,2,1,73300,"HERNANDEZ, ROGER",Won-General,Won,Democratic,2014,Standard,ASSEMBLY DISTRICT 048,Incumbent,"Finance, Insurance & Real Estate"
116957,775712,1,1,617,6,2,1,73293,"CABALLERO, ANNA",Won-General,Won,Democratic,2008,Standard,ASSEMBLY DISTRICT 028,Incumbent,"Finance, Insurance & Real Estate"
202503,15368808,2,1,629,5,2,1,73250,"STEINORTH, MARC",Won-General,Won,Republican,2016,Standard,ASSEMBLY DISTRICT 040,Incumbent,Energy & Natural Resources
130842,1801952,1,1,626,8,2,1,73230,"WILLIAMS, DAS",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 037,Incumbent,Health
168161,622640,1,1,15046,8,2,1,73200,"VARGAS, JUAN",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 051,Incumbent,Health
130840,13008599,2,1,624,6,2,1,73150,"ACHADJIAN, K H (KATCHO)",Won-General,Won,Republican,2012,Standard,ASSEMBLY DISTRICT 035,Incumbent,"Finance, Insurance & Real Estate"
82908,2020170,1,1,689,5,2,1,73050,"ALARCON, RICHARD",Won-General,Won,Democratic,2002,Standard,SENATE DISTRICT 020,Incumbent,Energy & Natural Resources
160243,793908,1,1,15042,8,2,1,73050,"SANCHEZ, LORETTA L",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 047,Incumbent,Health
142060,17658745,1,1,15008,8,2,1,73035,"LEE, BARBARA",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 013,Incumbent,Health
140982,17657731,2,1,15020,2,2,1,73000,"MCKEON, HOWARD P (BUCK)",Won-General,Won,Republican,2012,Standard,US HOUSE DISTRICT CA 025,Incumbent,Construction
103773,6398641,1,1,658,6,1,1,72975,"UMBERG, TOM",Won-General,Won,Democratic,2004,Standard,ASSEMBLY DISTRICT 069,Open,"Finance, Insurance & Real Estate"
125832,13008621,2,1,626,6,1,1,72975,"GORELL, JEFF",Won-General,Won,Republican,2010,Standard,ASSEMBLY DISTRICT 037,Open,"Finance, Insurance & Real Estate"
111061,2230653,1,1,597,6,2,1,72950,"WOLK, LOIS",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 008,Incumbent,"Finance, Insurance & Real Estate"
202565,22215539,2,1,654,5,2,2,72900,"KIM, YOUNG",Lost-General,Lost,Republican,2016,Standard,ASSEMBLY DISTRICT 065,Incumbent,Energy & Natural Resources
103708,1258090,1,1,638,6,2,1,72858,"CHU, JUDY",Won-General,Won,Democratic,2004,Standard,ASSEMBLY DISTRICT 049,Incumbent,"Finance, Insurance & Real Estate"
76549,13008412,2,3,673,6,1,1,72725,"NIELSEN, JIM",Won-General,Won,Republican,2012,Special,SENATE DISTRICT 004,Open,"Finance, Insurance & Real Estate"
202381,292811,1,1,593,6,1,1,72700,"AGUIAR-CURRY, CECILIA",Won-General,Won,Democratic,2016,Standard,ASSEMBLY DISTRICT 004,Open,"Finance, Insurance & Real Estate"
86212,1418483,1,1,676,2,3,1,72675,"TORLAKSON, TOM",Won-General,Won,Democratic,2000,Standard,SENATE DISTRICT 007,Challenger,Construction
117135,2324003,2,1,592,6,1,1,72670,"LOGUE, DANIEL R",Won-General,Won,Republican,2008,Standard,ASSEMBLY DISTRICT 003,Open,"Finance, Insurance & Real Estate"
192956,1258090,1,3,15027,6,1,1,72669,"CHU, JUDY",Won-General,Won,Democratic,2009,Special,US HOUSE DISTRICT CA 032,Open,"Finance, Insurance & Real Estate"
82919,6398903,1,1,644,6,2,1,72650,"OROPEZA, JENNY",Won-General,Won,Democratic,2002,Standard,ASSEMBLY DISTRICT 055,Incumbent,"Finance, Insurance & Real Estate"
103761,32193,2,1,686,6,1,1,72650,"RUNNER, GEORGE C",Won-General,Won,Republican,2004,Standard,SENATE DISTRICT 017,Open,"Finance, Insurance & Real Estate"
142060,17658745,1,1,15008,6,2,1,72610,"LEE, BARBARA",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 013,Incumbent,"Finance, Insurance & Real Estate"
202237,6485739,1,1,15030,8,2,1,72600,"TORRES, NORMA J",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 035,Incumbent,Health
130811,2324003,2,1,592,8,2,1,72598,"LOGUE, DANIEL R",Won-General,Won,Republican,2012,Standard,ASSEMBLY DISTRICT 003,Incumbent,Health
238338,11022751,1,1,600,2,2,1,72550,"FRAZIER, JIM",Won-General,Won,Democratic,2018,Standard,ASSEMBLY DISTRICT 011,Incumbent,Construction
36542,6617398,2,1,676,5,2,2,72500,"RAINEY, RICHARD K",Lost-General,Lost,Republican,2000,Standard,SENATE DISTRICT 007,Incumbent,Energy & Natural Resources
227018,17658638,1,1,15001,5,2,1,72500,"MATSUI, DORIS",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 006,Incumbent,Energy & Natural Resources
22071,786924,2,1,9175,8,1,2,72450,"HARMAN, TOM",Lost-Primary,Lost,Republican,2010,Standard,ATTORNEY GENERAL,Open,Health
168396,173676,1,1,643,5,2,1,72450,"RIDLEY-THOMAS, SEBASTIAN M",Won-General,Won,Democratic,2014,Standard,ASSEMBLY DISTRICT 054,Incumbent,Energy & Natural Resources
86165,6413745,1,1,616,6,2,1,72350,"KEELEY, FRED",Won-General,Won,Democratic,2000,Standard,ASSEMBLY DISTRICT 027,Incumbent,"Finance, Insurance & Real Estate"
111047,2018606,1,1,668,6,1,1,72300,"SALAS, MARY",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 079,Open,"Finance, Insurance & Real Estate"
226906,6643414,1,1,15004,8,2,1,72294,"MCNERNEY, JERRY",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 009,Incumbent,Health
82903,6398808,1,1,699,6,2,1,72250,"ESCUTIA, MARTHA M",Won-General,Won,Democratic,2002,Standard,SENATE DISTRICT 030,Incumbent,"Finance, Insurance & Real Estate"
125803,24945,1,1,685,5,1,1,72225,"RUBIO, MICHAEL J",Won-General,Won,Democratic,2010,Standard,SENATE DISTRICT 016,Open,Energy & Natural Resources
86199,6601389,2,1,627,6,1,1,72130,"RICHMAN, KEITH",Won-General,Won,Republican,2000,Standard,ASSEMBLY DISTRICT 038,Open,"Finance, Insurance & Real Estate"
82909,12997059,1,1,679,6,2,1,72100,"FIGUEROA, LIZ",Won-General,Won,Democratic,2002,Standard,SENATE DISTRICT 010,Incumbent,"Finance, Insurance & Real Estate"
202145,6643414,1,1,15004,8,2,1,72100,"MCNERNEY, JERRY",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 009,Incumbent,Health
116967,1894988,2,1,700,8,2,1,72050,"DUTTON, BOB",Won-General,Won,Republican,2008,Standard,SENATE DISTRICT 031,Incumbent,Health
167981,17658638,1,1,15001,5,2,1,72049,"MATSUI, DORIS",Won-General,Won,Democratic,2014,Standard,US HOUSE DISTRICT CA 006,Incumbent,Energy & Natural Resources
72820,1269359,2,1,700,5,1,2,72000,"MILLER, JEFF",Lost-General,Lost,Republican,2012,Standard,SENATE DISTRICT 031,Open,Energy & Natural Resources
227034,6398747,1,1,15041,5,2,1,72000,"CORREA, LOU",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 046,Incumbent,Energy & Natural Resources
238497,13008754,1,1,647,6,2,1,72000,"GARCIA, CRISTINA",Won-General,Won,Democratic,2018,Standard,ASSEMBLY DISTRICT 058,Incumbent,"Finance, Insurance & Real Estate"
103553,2550215,1,1,665,8,2,1,71976,"DAVIS, SUSAN A",Won-General,Won,Democratic,1998,Standard,ASSEMBLY DISTRICT 076,Incumbent,Health
223730,16562595,1,1,9175,5,2,1,71925,"BECERRA, XAVIER",Won-General,Won,Democratic,2018,Standard,ATTORNEY GENERAL,Incumbent,Energy & Natural Resources
82840,6600991,2,1,660,2,1,1,71860,"SPITZER, TODD",Won-General,Won,Republican,2002,Standard,ASSEMBLY DISTRICT 071,Open,Construction
202307,2550215,1,1,15048,6,2,1,71850,"DAVIS, SUSAN A",Won-General,Won,Democratic,2016,Standard,US HOUSE DISTRICT CA 053,Incumbent,"Finance, Insurance & Real Estate"
202559,23421292,1,1,651,5,2,1,71850,"BURKE, AUTUMN",Won-General,Won,Democratic,2016,Standard,ASSEMBLY DISTRICT 062,Incumbent,Energy & Natural Resources
125783,6489792,1,1,639,6,1,1,71788,"LARA, RICARDO",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 050,Open,"Finance, Insurance & Real Estate"
238372,1263904,1,1,689,8,2,1,71770,"LEYVA, CONNIE M",Won-General,Won,Democratic,2018,Standard,SENATE DISTRICT 020,Incumbent,Health
141025,17657772,2,1,15036,2,1,2,71750,"TAVAGLIONE, JOHN",Lost-General,Lost,Republican,2012,Standard,US HOUSE DISTRICT CA 041,Open,Construction
35088,6530219,3,1,9169,6,1,2,71725,"HUFFINGTON, ARIANNA",Lost-General,Lost,Third-Party,2003,Standard,GOVERNOR,Open,"Finance, Insurance & Real Estate"
202580,23421316,1,1,659,6,2,1,71725,"ODONNELL, PATRICK",Won-General,Won,Democratic,2016,Standard,ASSEMBLY DISTRICT 070,Incumbent,"Finance, Insurance & Real Estate"
168196,258108,2,1,685,8,2,1,71718,"FULLER, JEAN",Won-General,Won,Republican,2014,Standard,SENATE DISTRICT 016,Incumbent,Health
125853,493316,2,1,705,8,1,1,71700,"ANDERSON, JOEL",Won-General,Won,Republican,2010,Standard,SENATE DISTRICT 036,Open,Health
111018,13008658,1,1,632,6,1,1,71690,"KREKORIAN, PAUL",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 043,Open,"Finance, Insurance & Real Estate"
111032,13008605,1,1,624,6,2,1,71675,"NAVA, PEDRO",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 035,Incumbent,"Finance, Insurance & Real Estate"
160753,13008821,2,1,15042,6,3,2,71675,"TRAN, VAN",Lost-General,Lost,Republican,2010,Standard,US HOUSE DISTRICT CA 047,Challenger,"Finance, Insurance & Real Estate"
125787,6485687,1,1,643,8,2,1,71600,"LOWENTHAL, BONNIE",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 054,Incumbent,Health
18308,13008710,1,1,694,6,1,2,71535,"DYMALLY, MERVYN M",Lost-Primary,Lost,Democratic,2008,Standard,SENATE DISTRICT 025,Open,"Finance, Insurance & Real Estate"
202294,17658760,2,1,15045,2,2,1,71500,"HUNTER, DUNCAN D",Won-General,Won,Republican,2016,Standard,US HOUSE DISTRICT CA 050,Incumbent,Construction
49683,6655048,2,1,701,8,1,2,71487,"ULLOA, EUNICE M",Lost-General,Lost,Republican,1998,Standard,SENATE DISTRICT 032,Open,Health
130828,299294,1,1,603,6,2,1,71440,"BONILLA, SUSAN",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 014,Incumbent,"Finance, Insurance & Real Estate"
103591,13008809,2,1,656,8,2,1,71350,"BAUGH, SCOTT R",Won-General,Won,Republican,1998,Standard,ASSEMBLY DISTRICT 067,Incumbent,Health
130830,81851,1,1,604,6,2,1,71300,"SKINNER, NANCY T",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 015,Incumbent,"Finance, Insurance & Real Estate"
167991,6553062,2,1,15003,6,2,1,71300,"COOK, PAUL",Won-General,Won,Republican,2014,Standard,US HOUSE DISTRICT CA 008,Incumbent,"Finance, Insurance & Real Estate"
135182,13008707,1,1,640,6,1,1,71275,"GOMEZ, JIMMY",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 051,Open,"Finance, Insurance & Real Estate"
160082,17658644,1,1,15025,5,2,1,71250,"WAXMAN, HENRY A",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 030,Incumbent,Energy & Natural Resources
202115,1560957,2,1,14996,6,2,1,71200,"LAMALFA, DOUG",Won-General,Won,Republican,2016,Standard,US HOUSE DISTRICT CA 001,Incumbent,"Finance, Insurance & Real Estate"
202187,2429326,2,1,15017,2,2,1,71200,"NUNES, DEVIN G",Won-General,Won,Republican,2016,Standard,US HOUSE DISTRICT CA 022,Incumbent,Construction
238501,386803,1,1,650,6,2,1,71200,"MEDINA, JOSE",Won-General,Won,Democratic,2018,Standard,ASSEMBLY DISTRICT 061,Incumbent,"Finance, Insurance & Real Estate"
125773,6485598,1,1,629,8,2,1,71150,"BLUMENFIELD, ROBERT H",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 040,Incumbent,Health
168371,767512,1,1,632,5,2,1,71150,"GATTO, MIKE",Won-General,Won,Democratic,2014,Standard,ASSEMBLY DISTRICT 043,Incumbent,Energy & Natural Resources
238478,23421278,1,1,642,5,2,1,71100,"SANTIAGO, MIGUEL",Won-General,Won,Democratic,2018,Standard,ASSEMBLY DISTRICT 053,Incumbent,Energy & Natural Resources
125820,197551,2,1,9484,6,2,1,71097,"STEEL, MICHELLE E",Won-General,Won,Republican,2010,Standard,EQUALIZATION BOARD DISTRICT 003,Incumbent,"Finance, Insurance & Real Estate"
35225,6410343,1,1,9169,8,1,2,71000,"MACALUSO JR, FRANK A",Lost-General,Lost,Democratic,2003,Standard,GOVERNOR,Open,Health
238376,13008543,1,1,611,6,2,1,71000,"MULLIN, KEVIN",Won-General,Won,Democratic,2018,Standard,ASSEMBLY DISTRICT 022,Incumbent,"Finance, Insurance & Real Estate"
238667,6668573,2,1,697,8,2,1,70950,"STONE, JEFF",Won-General,Won,Republican,2018,Standard,SENATE DISTRICT 028,Incumbent,Health
49799,13008868,2,1,665,8,1,2,70901,"HUNTER, TRICIA",Lost-General,Lost,Republican,2004,Standard,ASSEMBLY DISTRICT 076,Open,Health
66970,791867,2,1,9172,5,1,2,70850,"VILLINES, MICHAEL N",Lost-General,Lost,Republican,2010,Standard,INSURANCE COMMISSIONER,Open,Energy & Natural Resources
202348,711528,2,1,692,5,2,1,70850,"MORRELL, MICHAEL",Won-General,Won,Republican,2016,Standard,SENATE DISTRICT 023,Incumbent,Energy & Natural Resources
110972,1645113,2,1,653,8,2,1,70825,"BENOIT, JOHN J",Won-General,Won,Republican,2006,Standard,ASSEMBLY DISTRICT 064,Incumbent,Health
168164,784754,2,1,15047,2,3,2,70820,"DEMAIO, CARL",Lost-General,Lost,Republican,2014,Standard,US HOUSE DISTRICT CA 052,Challenger,Construction
103789,13010148,2,1,9483,6,1,1,70800,"LEONARD, BILL",Won-General,Won,Republican,2002,Standard,EQUALIZATION BOARD DISTRICT 002,Open,"Finance, Insurance & Real Estate"
86212,1418483,1,1,676,6,3,1,70775,"TORLAKSON, TOM",Won-General,Won,Democratic,2000,Standard,SENATE DISTRICT 007,Challenger,"Finance, Insurance & Real Estate"
160117,9528301,2,1,14997,2,2,1,70650,"HERGER, MR. WALLY",Won-General,Won,Republican,2010,Standard,US HOUSE DISTRICT CA 002,Incumbent,Construction
160345,17657762,1,1,15034,8,2,1,70650,"SANCHEZ, LINDA T",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 039,Incumbent,Health
140629,22511,1,1,15032,6,2,1,70550,"BASS, KAREN",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 037,Incumbent,"Finance, Insurance & Real Estate"
141953,6654531,2,1,15002,2,2,2,70549,"LUNGREN, DANIEL E",Lost-General,Lost,Republican,2012,Standard,US HOUSE DISTRICT CA 007,Incumbent,Construction
202143,6553062,2,1,15003,4,2,1,70500,"COOK, PAUL",Won-General,Won,Republican,2016,Standard,US HOUSE DISTRICT CA 008,Incumbent,Defense
202530,377819,1,1,637,6,1,1,70450,"RUBIO, BLANCA",Won-General,Won,Democratic,2016,Standard,ASSEMBLY DISTRICT 048,Open,"Finance, Insurance & Real Estate"
86184,1967393,2,1,684,8,2,1,70400,"MCPHERSON, BRUCE",Won-General,Won,Republican,2000,Standard,SENATE DISTRICT 015,Incumbent,Health
168439,13008835,2,1,660,6,2,1,70400,"JONES, BRIAN W",Won-General,Won,Republican,2014,Standard,ASSEMBLY DISTRICT 071,Incumbent,"Finance, Insurance & Real Estate"
160259,17658745,1,1,15004,8,2,1,70375,"LEE, BARBARA",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 009,Incumbent,Health
111039,13008858,2,1,664,2,2,1,70250,"PLESCIA, GEORGE A",Won-General,Won,Republican,2006,Standard,ASSEMBLY DISTRICT 075,Incumbent,Construction
111043,15524591,1,1,644,6,1,1,70250,"RICHARDSON, LAURA",Won-General,Won,Democratic,2006,Standard,ASSEMBLY DISTRICT 055,Open,"Finance, Insurance & Real Estate"
141952,369166,1,1,15025,8,2,1,70220,"SHERMAN, BRAD",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 030,Incumbent,Health
86139,1370786,1,1,628,6,2,1,70209,"CARDENAS, ANTONIO M (TONY)",Won-General,Won,Democratic,2000,Standard,ASSEMBLY DISTRICT 039,Incumbent,"Finance, Insurance & Real Estate"
82919,6398903,1,1,644,8,2,1,70200,"OROPEZA, JENNY",Won-General,Won,Democratic,2002,Standard,ASSEMBLY DISTRICT 055,Incumbent,Health
202433,11022760,1,1,608,8,2,1,70200,"TING, PHIL",Won-General,Won,Democratic,2016,Standard,ASSEMBLY DISTRICT 019,Incumbent,Health
125757,81851,1,1,603,8,2,1,70134,"SKINNER, NANCY T",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 014,Incumbent,Health
125789,13008740,1,1,645,8,2,1,70119,"MENDOZA, TONY",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 056,Incumbent,Health
66969,6601271,2,1,9170,8,3,2,70100,"STRICKLAND, TONY",Lost-General,Lost,Republican,2010,Standard,CONTROLLER,Challenger,Health
12368,13008847,2,1,662,6,1,2,70030,"WILSON, THOMAS W (TOM)",Lost-Primary,Lost,Republican,2004,Standard,ASSEMBLY DISTRICT 073,Open,"Finance, Insurance & Real Estate"
86140,2373302,1,1,615,5,2,1,70000,"CARDOZA, DENNIS A",Won-General,Won,Democratic,2000,Standard,ASSEMBLY DISTRICT 026,Incumbent,Energy & Natural Resources
141011,2378663,2,1,15037,6,2,1,69957,"CALVERT, KEN",Won-General,Won,Republican,2012,Standard,US HOUSE DISTRICT CA 042,Incumbent,"Finance, Insurance & Real Estate"
168331,322143,1,1,619,6,2,1,69940,"ALEJO, LUIS A",Won-General,Won,Democratic,2014,Standard,ASSEMBLY DISTRICT 030,Incumbent,"Finance, Insurance & Real Estate"
160159,17657731,2,1,15020,2,2,1,69900,"MCKEON, HOWARD P (BUCK)",Won-General,Won,Republican,2010,Standard,US HOUSE DISTRICT CA 025,Incumbent,Construction
238513,11022817,1,1,658,5,2,1,69900,"DALY, TOM",Won-General,Won,Democratic,2018,Standard,ASSEMBLY DISTRICT 069,Incumbent,Energy & Natural Resources
249721,17657734,2,1,627,5,2,2,69900,"ACOSTA, DANTE",Lost-General,Lost,Republican,2018,Standard,ASSEMBLY DISTRICT 038,Incumbent,Energy & Natural Resources
125752,13008457,1,1,598,6,1,1,69880,"DICKINSON, ROGER",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 009,Open,"Finance, Insurance & Real Estate"
72820,1269359,2,1,700,2,1,2,69850,"MILLER, JEFF",Lost-General,Lost,Republican,2012,Standard,SENATE DISTRICT 031,Open,Construction
168399,594598,2,1,644,6,1,1,69850,"CHANG, LING LING",Won-General,Won,Republican,2014,Standard,ASSEMBLY DISTRICT 055,Open,"Finance, Insurance & Real Estate"
21997,24087,4,1,9176,6,1,2,69844,"ROMERO, GLORIA",Lost-Primary,Lost,Nonpartisan,2010,Standard,SUPERINTENDENT OF PUBLIC INSTRUCTION,Open,"Finance, Insurance & Real Estate"
82862,12997062,1,1,9172,5,1,1,69790,"GARAMENDI, JOHN",Won-General,Won,Democratic,2002,Standard,INSURANCE COMMISSIONER,Open,Energy & Natural Resources
130839,13008592,2,1,623,5,2,1,69750,"GROVE, SHANNON L",Won-General,Won,Republican,2012,Standard,ASSEMBLY DISTRICT 034,Incumbent,Energy & Natural Resources
49854,6601248,2,1,624,6,1,2,69695,"POHL, BOB",Lost-General,Lost,Republican,2004,Standard,ASSEMBLY DISTRICT 035,Open,"Finance, Insurance & Real Estate"
86141,13008675,1,1,635,6,2,1,69600,"CEDILLO, GILBERT A",Won-General,Won,Democratic,2000,Standard,ASSEMBLY DISTRICT 046,Incumbent,"Finance, Insurance & Real Estate"
110992,669601,2,1,659,6,2,1,69550,"DEVORE, CHUCK",Won-General,Won,Republican,2006,Standard,ASSEMBLY DISTRICT 070,Incumbent,"Finance, Insurance & Real Estate"
202363,594598,2,1,698,5,1,2,69550,"CHANG, LING LING",Lost-General,Lost,Republican,2016,Standard,SENATE DISTRICT 029,Open,Energy & Natural Resources
238338,11022751,1,1,600,8,2,1,69550,"FRAZIER, JIM",Won-General,Won,Democratic,2018,Standard,ASSEMBLY DISTRICT 011,Incumbent,Health
125852,258108,2,1,687,6,1,1,69425,"FULLER, JEAN",Won-General,Won,Republican,2010,Standard,SENATE DISTRICT 018,Open,"Finance, Insurance & Real Estate"
161465,22511,1,1,15028,8,1,1,69400,"BASS, KAREN",Won-General,Won,Democratic,2010,Standard,US HOUSE DISTRICT CA 033,Open,Health
227323,43645647,1,1,15043,8,3,1,69360,"ROUDA, HARLEY",Won-General,Won,Democratic,2018,Standard,US HOUSE DISTRICT CA 048,Challenger,Health
103641,6601286,2,1,594,6,1,1,69348,"COX, DAVE",Won-General,Won,Republican,1998,Standard,ASSEMBLY DISTRICT 005,Open,"Finance, Insurance & Real Estate"
168273,11022751,1,1,600,5,2,1,69300,"FRAZIER, JIM",Won-General,Won,Democratic,2014,Standard,ASSEMBLY DISTRICT 011,Incumbent,Energy & Natural Resources
111004,6601202,2,1,669,8,2,1,69276,"GARCIA, BONNIE",Won-General,Won,Republican,2006,Standard,ASSEMBLY DISTRICT 080,Incumbent,Health
168348,13008592,2,1,623,5,2,1,69250,"GROVE, SHANNON L",Won-General,Won,Republican,2014,Standard,ASSEMBLY DISTRICT 034,Incumbent,Energy & Natural Resources
82859,786924,2,1,656,6,2,1,69240,"HARMAN, TOM",Won-General,Won,Republican,2002,Standard,ASSEMBLY DISTRICT 067,Incumbent,"Finance, Insurance & Real Estate"
140967,15742560,1,1,15010,6,3,1,69225,"SWALWELL, ERIC",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 015,Challenger,"Finance, Insurance & Real Estate"
238310,1396014,1,1,9484,2,1,2,69221,"SVONKIN, SCOTT J",Lost-Top Two Primary,Lost,Democratic,2018,Standard,EQUALIZATION BOARD DISTRICT 003,Open,Construction
86185,1167477,1,1,602,8,2,1,69150,"MIGDEN, CAROLE V",Won-General,Won,Democratic,2000,Standard,ASSEMBLY DISTRICT 013,Incumbent,Health
168304,13008543,1,1,611,5,2,1,68981,"MULLIN, KEVIN",Won-General,Won,Democratic,2014,Standard,ASSEMBLY DISTRICT 022,Incumbent,Energy & Natural Resources
78861,6379451,1,1,600,6,2,1,68850,"CANCIAMILLA, JOSEPH",Won-General,Won,Democratic,2002,Standard,ASSEMBLY DISTRICT 011,Incumbent,"Finance, Insurance & Real Estate"
168195,330788,2,1,683,8,2,1,68831,"VIDAK, JAMES ANDREW (ANDY)",Won-General,Won,Republican,2014,Standard,SENATE DISTRICT 014,Incumbent,Health
117144,6601271,2,1,688,5,1,1,68800,"STRICKLAND, TONY",Won-General,Won,Republican,2008,Standard,SENATE DISTRICT 019,Open,Energy & Natural Resources
168380,13008690,1,1,636,6,2,1,68800,"BROWN, CHERYL R",Won-General,Won,Democratic,2014,Standard,ASSEMBLY DISTRICT 047,Incumbent,"Finance, Insurance & Real Estate"
86182,13008510,1,1,606,8,1,1,68798,"MATTHEWS, BARBARA S",Won-General,Won,Democratic,2000,Standard,ASSEMBLY DISTRICT 017,Open,Health
238344,1262442,1,1,602,5,2,1,68777,"EGGMAN, SUSAN TALAMANTES",Won-General,Won,Democratic,2018,Standard,ASSEMBLY DISTRICT 013,Incumbent,Energy & Natural Resources
140993,17657742,1,1,15024,6,1,1,68750,"CARDENAS, TONY",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 029,Open,"Finance, Insurance & Real Estate"
202203,13008615,2,1,15020,4,2,1,68750,"KNIGHT, STEVE",Won-General,Won,Republican,2016,Standard,US HOUSE DISTRICT CA 025,Incumbent,Defense
4884,6413752,1,1,692,6,1,2,68725,"KNOX, WALLACE B",Lost-Primary,Lost,Democratic,2000,Standard,SENATE DISTRICT 023,Open,"Finance, Insurance & Real Estate"
76630,6699813,2,3,593,6,1,1,68721,"GAINES, BETH B",Won-General,Won,Republican,2011,Special,ASSEMBLY DISTRICT 004,Open,"Finance, Insurance & Real Estate"
125811,6398747,1,1,703,2,2,1,68716,"CORREA, LOU",Won-General,Won,Democratic,2010,Standard,SENATE DISTRICT 034,Incumbent,Construction
141015,17657762,1,1,15033,6,2,1,68690,"SANCHEZ, LINDA T",Won-General,Won,Democratic,2012,Standard,US HOUSE DISTRICT CA 038,Incumbent,"Finance, Insurance & Real Estate"
12247,6655123,2,1,622,8,1,2,68645,"BRAVO, RENE (RICK)",Lost-Primary,Lost,Republican,1998,Standard,ASSEMBLY DISTRICT 033,Open,Health
125784,357173,1,1,640,5,2,1,68626,"BRADFORD, STEVE",Won-General,Won,Democratic,2010,Standard,ASSEMBLY DISTRICT 051,Incumbent,Energy & Natural Resources
130824,357173,1,1,651,6,2,1,68600,"BRADFORD, STEVE",Won-General,Won,Democratic,2012,Standard,ASSEMBLY DISTRICT 062,Incumbent,"Finance, Insurance & Real Estate"
103635,12997061,1,1,677,6,1,1,68586,"SPEIER, JACKIE",Won-General,Won,Democratic,1998,Standard,SENATE DISTRICT 008,Open,"Finance, Insurance & Real Estate"
135197,21639,1,1,674,6,1,1,68569,"GALGIANI, CATHLEEN",Won-General,Won,Democratic,2012,Standard,SENATE DISTRICT 005,Open,"Finance, Insurance & Real Estate"
167928,6398629,1,1,9171,8,1,2,68561,"YEE, LELAND Y",Lost-Top Two Primary,Lost,Democratic,2014,Standard,SECRETARY OF STATE,Open,Health
109427,13008511,2,1,615,8,2,1,68549,"AGHAZARIAN, GREGORY G",Won-General,Won,Republican,2004,Standard,ASSEMBLY DISTRICT 026,Incumbent,Health
65376,28456,2,1,9173,5,1,2,68500,"MALDONADO, ABEL",Lost-General,Lost,Republican,2010,Standard,LIEUTENANT GOVERNOR,Open,Energy & Natural Resources
103772,13008821,2,1,657,6,1,1,68480,"TRAN, VAN",Won-General,Won,Republican,2004,Standard,ASSEMBLY DISTRICT 068,Open,"Finance, Insurance & Real Estate"
111033,649830,2,1,594,2,2,1,68475,"NIELLO, ROGER",Won-General,Won,Republican,2006,Standard,ASSEMBLY DISTRICT 005,Incumbent,Construction
